Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
0340321P;Ecole maternelle La Calandrette;Ecole;Public;39 rue Léon Blum;;34660 COURNONTERRAL;34660;34088;Cournonterral;034;11;76;1;0;;;;0467856057;;;ce.0340321P@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340088000042;262;;43.55663634741579,3.7213398062474106;SANS OBJET;Hérault;Montpellier;Occitanie;758305.2;6273329.6;EPSG:2154;Circonscription d'inspection du 1er degré de Gignac;43.55663634741579;3.7213398062474106;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341870Y;;;11120;MONTPELLIER NORD
0340333C;Ecole primaire;Ecole;Public;984 route de Pézenas;;34600 FAUGERES;34600;34096;Faugères;034;11;76;1;1;;;;0467959857;;;ce.0340333C@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340096300020;31;;43.56381931495197,3.188987941868997;SANS OBJET;Hérault;Montpellier;Occitanie;715274.0;6273879.9;EPSG:2154;Circonscription d'inspection du 1er degré de Bédarieux;43.56381931495197;3.188987941868997;Rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340119V;;;11082;CENTRE HERAULT
0340339J;Ecole maternelle;Ecole;Public;Rue Alexandre Laval;;34510 FLORENSAC;34510;34101;Florensac;034;11;76;1;0;;;;0467771317;;;ce.0340339J@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340101100035;138;;43.38501047747786,3.464190286244434;SANS OBJET;Hérault;Montpellier;Occitanie;737632.5;6254097.6;EPSG:2154;Circonscription d'inspection du 1er degré de Pézenas;43.38501047747786;3.464190286244434;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0342130F;;;11114;BASSIN DE THAU
0340347T;Ecole élémentaire les Terres Blanches;Ecole;Public;17 avenue Jean Moulin;;34110 FRONTIGNAN;34110;34108;Frontignan;034;11;76;0;1;;;;0467465130;;;ce.0340347T@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21340108600045;389;;43.44740548208461,3.748120268822247;SANS OBJET;Hérault;Montpellier;Occitanie;760584.8;6261209.5;EPSG:2154;Circonscription d'inspection du 1er degré de Frontignan Littoral;43.44740548208461;3.748120268822247;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340025T;;;11114;BASSIN DE THAU
0340364L;Ecole élémentaire Claude Daniel de Laurès;Ecole;Public;11 avenue Maréchal Foch;;34150 GIGNAC;34150;34114;Gignac;034;11;76;0;1;;;;0467575252;;;ce.0340364L@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21340114400034;428;;43.65458805906683,3.5505601490967815;SANS OBJET;Hérault;Montpellier;Occitanie;744425.6;6284104.5;EPSG:2154;Circonscription d'inspection du 1er degré de Gignac;43.65458805906683;3.5505601490967815;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340364L;;;11082;CENTRE HERAULT
0340418V;Ecole élémentaire Marie Curie;Ecole;Public;50 avenue Victor Hugo;;34400 LUNEL;34400;34145;Lunel;034;11;76;0;1;;;;0467878447;;;ce.0340418V@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;REP;;21340145800046;233;;43.67712575117777,4.13317989730555;SANS OBJET;Hérault;Montpellier;Occitanie;791399.8;6287110.2;EPSG:2154;Circonscription d'inspection du 1er degré de Lunel;43.67712575117777;4.13317989730555;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340031Z;;;11119;LUNEL
0340419W;Ecole maternelle Gambetta;Ecole;Public;Avenue Gambetta;;34400 LUNEL;34400;34145;Lunel;034;11;76;1;0;;;;0467878448;;;ce.0340419W@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;REP;;21340145800038;199;;43.67692908685945,4.131929922651554;SANS OBJET;Hérault;Montpellier;Occitanie;791299.3;6287086.9;EPSG:2154;Circonscription d'inspection du 1er degré de Lunel;43.67692908685945;4.131929922651554;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340031Z;;;11119;LUNEL
0340425C;Ecole maternelle;Ecole;Public;7 plan Jules Ferry;;34370 MARAUSSAN;34370;34148;Maraussan;034;11;76;1;0;;;;0467903068;;;ce.0340425C@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340148200038;159;;43.36939020743698,3.159319444540344;SANS OBJET;Hérault;Montpellier;Occitanie;712919.8;6252263.7;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Nord;43.36939020743698;3.159319444540344;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340021N;;;11071;BEZIERS
0340434M;Ecole maternelle du Vidourle;Ecole;Public;Boulevard Ernest Renan;;34590 MARSILLARGUES;34590;34151;Marsillargues;034;11;76;1;0;;;;0467714390;;;ce.0340434M@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340151600025;187;;43.667528672667075,4.180030136192318;SANS OBJET;Hérault;Montpellier;Occitanie;795194.3;6286099.1;EPSG:2154;Circonscription d'inspection du 1er degré de Lunel;43.667528672667075;4.180030136192318;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0342076X;;;11119;LUNEL
0340436P;Ecole élémentaire;Ecole;Public;Chemin des Courrèges;;34270 LES MATELLES;34270;34153;Les Matelles;034;11;76;0;1;;;;0467842044;;;ce.0340436P@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340153200022;195;;43.72707301132323,3.8185005161098013;SANS OBJET;Hérault;Montpellier;Occitanie;765962.0;6292347.0;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Mathieu-de-Tréviers;43.72707301132323;3.8185005161098013;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340110K;;;11124;PIC SAINT LOUP
0340440U;Ecole primaire Les Garrigues;Ecole;Public;167 avenue des Garrigues HAMEAU DES GARRIGUES;;34130 MAUGUIO;34130;34154;Mauguio;034;11;76;1;1;;;;0467293079;;;ce.0340440U@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340154000074;46;;43.61826844288705,3.9593501864428866;SANS OBJET;Hérault;Montpellier;Occitanie;777459.3;6280383.7;EPSG:2154;Circonscription d'inspection du 1er degré de Lattes;43.61826844288705;3.9593501864428866;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341368C;;;11119;LUNEL
0340446A;Ecole élémentaire Georges Clémenceau;Ecole;Public;Rue Bories;;34140 MEZE;34140;34157;Mèze;034;11;76;0;1;;;;0467438101;;;ce.0340446A@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21340157300042;282;;43.42880048282498,3.605079840405884;SANS OBJET;Hérault;Montpellier;Occitanie;749017.1;6259042.3;EPSG:2154;Circonscription d'inspection du 1er degré de Sète;43.42880048282498;3.605079840405884;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340973Y;;;11114;BASSIN DE THAU
0340470B;Ecole élémentaire Condorcet;Ecole;Public;13 rue du Faubourg Boutonnet;;34090 MONTPELLIER;34090;34172;Montpellier;034;11;76;0;1;;;;0467631998;;;ce.0340470B@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172201811;232;;43.61707199175581,3.8745205418960773;SANS OBJET;Hérault;Montpellier;Occitanie;770611.8;6280171.2;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Est;43.61707199175581;3.8745205418960773;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340048T;;;11121;MONTPELLIER SUD
0340485T;Ecole élémentaire Voltaire;Ecole;Public;157 rue Henri Sellier;;34070 MONTPELLIER;34070;34172;Montpellier;034;11;76;0;1;;;;0467471965;;;ce.0340485T@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21340172200938;281;;43.59529505542937,3.86365022895018;SANS OBJET;Hérault;Montpellier;Occitanie;769760.6;6277741.4;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Sud;43.59529505542937;3.86365022895018;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340053Y;;;11121;MONTPELLIER SUD
0340489X;Ecole élémentaire Gambetta;Ecole;Public;20 rue des Soldats;;34000 MONTPELLIER;34000;34172;Montpellier;034;11;76;0;1;;;;0467923553;;;ce.0340489X@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172200870;126;;43.60766120716865,3.871209432675946;SANS OBJET;Hérault;Montpellier;Occitanie;770356.0;6279122.4;EPSG:2154;Circonscription d inspection du 1er degré de Montpellier Centre;43.60766120716865;3.871209432675946;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340048T;;;11121;MONTPELLIER SUD
0340533V;Ecole maternelle Maria Callas;Ecole;Public;843 rue Croix de Figuerolles;;34070 MONTPELLIER;34070;34172;Montpellier;034;11;76;1;0;;;;0467755655;;;ce.0340533V@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172200441;151;;43.60424564282663,3.8439405836253244;SANS OBJET;Hérault;Montpellier;Occitanie;768158.0;6278718.9;EPSG:2154;Circonscription d inspection du 1er degré de Montpellier Centre;43.60424564282663;3.8439405836253244;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340051W;;;11120;MONTPELLIER NORD
0340534W;Ecole maternelle Chaptal;Ecole;Public;9 boulevard des Arceaux;;34000 MONTPELLIER;34000;34172;Montpellier;034;11;76;1;0;;;;0467923543;;;ce.0340534W@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172200102;112;;43.611247828360106,3.8663795900693643;SANS OBJET;Hérault;Montpellier;Occitanie;769961.6;6279516.7;EPSG:2154;Circonscription d inspection du 1er degré de Montpellier Centre;43.611247828360106;3.8663795900693643;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341030K;;;11120;MONTPELLIER NORD
0340535X;Ecole maternelle Simone Signoret;Ecole;Public;Rue de la Lavande;;34070 MONTPELLIER;34070;34172;Montpellier;034;11;76;1;0;;;;0467640873;;;ce.0340535X@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172200565;173;;43.59832515317632,3.8823000711756372;SANS OBJET;Hérault;Montpellier;Occitanie;771263.2;6278094.8;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Sud;43.59832515317632;3.8823000711756372;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341364Y;;;11121;MONTPELLIER SUD
0340539B;Ecole maternelle Louis Figuier;Ecole;Public;14 rue Farges;;34000 MONTPELLIER;34000;34172;Montpellier;034;11;76;1;0;;;;0467656489;;;ce.0340539B@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172200417;148;;43.60385433632777,3.8815505074252834;SANS OBJET;Hérault;Montpellier;Occitanie;771195.8;6278708.6;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Sud;43.60385433632777;3.8815505074252834;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341364Y;;;11121;MONTPELLIER SUD
0340549M;Ecole maternelle Pasteur;Ecole;Public;15 rue du Saint Sépulcre;;34000 MONTPELLIER;34000;34172;Montpellier;034;11;76;1;0;;;;0467606496;;;ce.0340549M@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172200987;66;;43.60924481231871,3.8733498572739475;SANS OBJET;Hérault;Montpellier;Occitanie;770526.9;6279300.3;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Est;43.60924481231871;3.8733498572739475;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340048T;;;11121;MONTPELLIER SUD
0340591H;Ecole maternelle la Guette;Ecole;Public;Rue de la Guette;;34470 PEROLS;34470;34198;Pérols;034;11;76;1;0;;;;0467503096;;;ce.0340591H@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340198700051;134;;43.563187629748896,3.95514955690537;SANS OBJET;Hérault;Montpellier;Occitanie;777194.2;6274258.3;EPSG:2154;Circonscription d'inspection du 1er degré de Lattes;43.563187629748896;3.95514955690537;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341537L;;;11119;LUNEL
0340630A;Ecole primaire Simone Veil;Ecole;Public;21 rue le Colombié;;34480 PUIMISSON;34480;34223;Puimisson;034;11;76;1;1;;;;0467361930;;;ce.0340630A@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340223300075;122;;43.438073665869716,3.208800444033455;SANS OBJET;Hérault;Montpellier;Occitanie;716912.2;6259907.6;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Nord;43.438073665869716;3.208800444033455;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340054Z;;;11071;BEZIERS
0340640L;Ecole primaire Gaston Baissette;Ecole;Public;Rue du Thym;;34160 RESTINCLIERES;34160;34227;Restinclières;034;11;76;1;1;;;;0467866808;;;ce.0340640L@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340227400020;332;;43.72477392318508,4.036140455986847;SANS OBJET;Hérault;Montpellier;Occitanie;783503.8;6292297.5;EPSG:2154;Circonscription d'inspection du 1er degré de Castelnau le Lez;43.72477392318508;4.036140455986847;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341280G;;;11119;LUNEL
0340655C;Ecole primaire Lucie Aubrac;Ecole;Public;Rue du Pré de Ban;;34320 ROUJAN;34320;34237;Roujan;034;11;76;1;1;;;;0467247395;;;ce.0340655C@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340237300020;193;;43.50577525645855,3.312430400170158;SANS OBJET;Hérault;Montpellier;Occitanie;725276.1;6267460.3;EPSG:2154;Circonscription d'inspection du 1er degré de Bédarieux;43.50577525645855;3.312430400170158;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0342326U;;;11082;CENTRE HERAULT
0340663L;Ecole primaire;Ecole;Public;Impasse du Mistral;;34160 ST BAUZILLE DE MONTMEL;34160;34242;Saint-Bauzille-de-Montmel;034;11;76;1;1;;;;0467861698;;;ce.0340663L@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340242300023;134;;43.76987869263127,3.9562827849854147;SANS OBJET;Hérault;Montpellier;Occitanie;777007.6;6297228.4;EPSG:2154;Circonscription d'inspection du 1er degré de Castelnau le Lez;43.76987869263127;3.9562827849854147;Rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0342036D;;;11124;PIC SAINT LOUP
0340667R;Ecole élémentaire Jean de la Fontaine;Ecole;Public;Impasse des Nouvelles Ecoles;;34670 ST BRES;34670;34244;Saint-Brès;034;11;76;0;1;;;;0467701380;;;ce.0340667R@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340244900028;213;;43.66464129842095,4.032880460146671;SANS OBJET;Hérault;Montpellier;Occitanie;783328.5;6285611.9;EPSG:2154;Circonscription d'inspection du 1er degré de Lattes;43.66464129842095;4.032880460146671;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341577E;;;11119;LUNEL
0340670U;Ecole maternelle la Noria;Ecole;Public;Quartier de la Noria;;34360 ST CHINIAN;34360;34245;Saint-Chinian;034;11;76;1;0;;;;0467381269;;;ce.0340670U@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340245600023;73;;43.42329481904292,2.9519599677949073;SANS OBJET;Hérault;Montpellier;Occitanie;696107.9;6258243.7;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Nord;43.42329481904292;2.9519599677949073;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340022P;;;11071;BEZIERS
0340675Z;Ecole élémentaire;Ecole;Public;Allée de la Liberté;;34160 ST DREZERY;34160;34249;Saint-Drézéry;034;11;76;0;1;;;;0467869377;;;ce.0340675Z@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340249800058;207;;43.73280967436153,3.9813101985811152;SANS OBJET;Hérault;Montpellier;Occitanie;779074.1;6293134.0;EPSG:2154;Circonscription d'inspection du 1er degré de Castelnau le Lez;43.73280967436153;3.9813101985811152;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0342036D;;;11124;PIC SAINT LOUP
0340712P;Ecole primaire;Ecole;Public;LE VILLAGE;;34520 ST MAURICE NAVACELLES;34520;34277;Saint-Maurice-Navacelles;034;11;76;1;1;;;;0467446208;;;ce.0340712P@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340277900028;24;;43.84576683838639,3.5185504040030064;SANS OBJET;Hérault;Montpellier;Occitanie;741703.2;6305332.1;EPSG:2154;Circonscription d'inspection du 1er degré de Lodève;43.84576683838639;3.5185504040030064;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340117T;;;11082;CENTRE HERAULT
0340729H;Ecole élémentaire;Ecole;Public;10 rue des Ecoles;;34725 ST SATURNIN DE LUCIAN;34725;34287;Saint-Saturnin-de-Lucian;034;11;76;0;1;;;;0467966328;;;ce.0340729H@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340287800028;24;;43.69396674560936,3.470100398362989;SANS OBJET;Hérault;Montpellier;Occitanie;737907.2;6288438.8;EPSG:2154;Circonscription d'inspection du 1er degré de Gignac;43.69396674560936;3.470100398362989;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;034008;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0342186S;;;11082;CENTRE HERAULT
0340733M;Ecole maternelle Leonce Ruffie;Ecole;Public;2 boulevard des Ecoles;;34630 ST THIBERY;34630;34289;Saint-Thibéry;034;11;76;1;0;;;;0467778510;;;ce.0340733M@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340289400033;107;;43.396093614322204,3.4183897382355686;SANS OBJET;Hérault;Montpellier;Occitanie;733912.9;6255308.8;EPSG:2154;Circonscription d'inspection du 1er degré de Pézenas;43.396093614322204;3.4183897382355686;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0342130F;;;11114;BASSIN DE THAU
0340748D;Ecole maternelle Ferdinand Buisson;Ecole;Public;12 rue Raymond Lambert;;34410 SERIGNAN;34410;34299;Sérignan;034;11;76;1;0;;;;0467323213;;;ce.0340748D@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340299300025;232;;43.28074537235101,3.281729417143173;SANS OBJET;Hérault;Montpellier;Occitanie;722881.6;6242437.5;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Sud;43.28074537235101;3.281729417143173;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341388Z;;;11071;BEZIERS
0340767Z;Ecole maternelle Louis Blanc;Ecole;Public;19 rue Jean Moulin;;34200 SETE;34200;34301;Sète;034;11;76;1;0;;;;0467537749;;;ce.0340767Z@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340301700170;45;;43.40923506048544,3.6892797772643524;SANS OBJET;Hérault;Montpellier;Occitanie;755856.9;6256923.5;EPSG:2154;Circonscription d'inspection du 1er degré de Sète;43.40923506048544;3.6892797772643524;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340115R;;;11114;BASSIN DE THAU
0340768A;Ecole maternelle Hélène Boucher;Ecole;Public;359 boulevard de Verdun;;34200 SETE;34200;34301;Sète;034;11;76;1;0;;;;0467537750;;;ce.0340768A@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340301700295;58;;43.41183087339344,3.6874004781530507;SANS OBJET;Hérault;Montpellier;Occitanie;755702.1;6257210.7;EPSG:2154;Circonscription d'inspection du 1er degré de Sète;43.41183087339344;3.6874004781530507;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340115R;;;11114;BASSIN DE THAU
0340769B;Ecole maternelle Agnès Varda;Ecole;Public;2 rue des Ecoles;;34200 SETE;34200;34301;Sète;034;11;76;1;0;;;;0467537762;;;ce.0340769B@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340301700139;132;;43.410338022305744,3.6752900584863433;SANS OBJET;Hérault;Montpellier;Occitanie;754722.2;6257036.3;EPSG:2154;Circonscription d'inspection du 1er degré de Sète;43.410338022305744;3.6752900584863433;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340115R;;;11114;BASSIN DE THAU
0340802M;Ecole élémentaire Jules Verne;Ecole;Public;19 avenue du Casino;;34350 VALRAS PLAGE;34350;34324;Valras-Plage;034;11;76;0;1;;;;0467321138;;;ce.0340802M@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340324900021;175;;43.24748291340041,3.291529561609859;SANS OBJET;Hérault;Montpellier;Occitanie;723691.2;6238742.7;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Sud;43.24748291340041;3.291529561609859;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0342050U;;;11071;BEZIERS
0340832V;Ecole élémentaire Clapas Eole;Ecole;Public;368 ancien chemin de Murles;;34380 VIOLS LE FORT;34380;34343;Viols-le-Fort;034;11;76;0;1;;;;0467550165;;;ce.0340832V@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340343900051;88;;43.74017809710601,3.70905510429188;SANS OBJET;Hérault;Montpellier;Occitanie;757129.1;6293718.0;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Mathieu-de-Tréviers;43.74017809710601;3.70905510429188;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341764H;;;11124;PIC SAINT LOUP
0340950Y;Ecole maternelle Pablo Neruda;Ecole;Public;53 rue de la Salamanque;;34080 MONTPELLIER;34080;34172;Montpellier;034;11;76;1;0;;;;0467754226;;;ce.0340950Y@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;REP+;;21340172200714;131;;43.62345887836918,3.81837962183225;SANS OBJET;Hérault;Montpellier;Occitanie;766071.6;6280832.4;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Ouest;43.62345887836918;3.81837962183225;Numéro de rue;1967-09-25;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341278E;;;11120;MONTPELLIER NORD
0340990S;Ecole maternelle les Fontanilles;Ecole;Public;440 rue des Ecoles;;34270 ST MATHIEU DE TREVIERS;34270;34276;Saint-Mathieu-de-Tréviers;034;11;76;1;0;;;;0467553349;;;ce.0340990S@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340276100026;166;;43.77072389263694,3.863360056488252;SANS OBJET;Hérault;Montpellier;Occitanie;769524.0;6297236.1;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Mathieu-de-Tréviers;43.77072389263694;3.863360056488252;Numéro de rue;1977-05-18;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341705U;;;11124;PIC SAINT LOUP
0341036S;Ecole maternelle Jean Delhon;Ecole;Public;25 rue Pierre et Marie Curie;;34490 THEZAN LES BEZIERS;34490;34310;Thézan-lès-Béziers;034;11;76;1;0;;;;0467363667;;;ce.0341036S@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340310800029;92;;43.42403580428389,3.170540050275568;SANS OBJET;Hérault;Montpellier;Occitanie;713816.6;6258339.8;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Nord;43.42403580428389;3.170540050275568;Numéro de rue;1977-05-18;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340054Z;;;11071;BEZIERS
